nanoplastics type,surface charge,nanoplastics shape,nanoplastics size(nm),nanoplastics dose(mg/g or mg/ml),adsorption of pollutant types,pollutant types,pollutants dose(mg/g or mg/ml),environmental media,photosynthetic organisms species,organisms category,organisms type,exposure time(day),Tem(¡æ),photosynthetic and biochemical indexes,index groups,nc,nt,avc,avt,sdc,sdt,study_id,year,effect_size,variance
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,0,25,qP,Light Reaction,3,3,0.97901,0.93861,0.164787314,0.160283982,10,2021,-0.042003506,0.019256253
PS,plain,sphere,25,0.025,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,chla,Light Reaction,3,3,9.88702,5.98784,0.50846,1.40418,52,2025,-0.492767376,0.019380885
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.00007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,chla,Light Reaction,3,3,0.91128,0.99742,0.19536,0.10998,18,2024,-0.084688335,0.019497871
PS,aminonted,sphere,50,0.01,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,qP,Light Reaction,3,3,0.79348,0.31907,0.035749529,0.076002389,24,2025,-0.901899613,0.019768742
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,2,25,qP,Light Reaction,3,3,0.95979,0.63722,0.161392494,0.111751918,10,2021,-0.409186156,0.019774253
PS,aminonted,sphere,90,0.05,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,82.61156,58.0211,10.53876,12.00248,36,2021,-0.348923114,0.019805399
PS,aminonted,sphere,200,0.005,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,1.66776,1.55001,0.157928393,0.34738011,29,2018,-0.06634331,0.019876139
PS,plain,sphere,20,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,chla,Light Reaction,3,3,6.34765,6.61969,1.26044,0.94306,45,2025,0.038774947,0.020017557
PS,aminonted,sphere,80,0.005,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,5.3759,5.62586,1.152056274,0.660396332,8,2023,-0.040090303,0.020029052
PS,aminonted,sphere,21,0.01,non,non,0,freshwater,M. aeruginosa,Algae & Microorganisms,Algae & Microorganisms,10,,chla,Light Reaction,3,3,4.19658,2.2014,0.24819,0.52158,54,2024,-0.636403276,0.020053744
PS,plain,sphere,80,0.2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.63513,3.07241,0.5903,0.56272,32,2024,-0.166986744,0.020072685
PS,aminonted,sphere,50,0.008,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,qP,Light Reaction,3,3,0.79348,0.4094,0.035749529,0.098345845,24,2025,-0.652456409,0.020096977
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,1,25,chla,Light Reaction,3,3,1.89555,2.19897,0.37998,0.31194,23,2021,0.145136652,0.020214638
PS,plain,sphere,100,0.1,As(arsenic),Heavy Metal (HM),0.05,freshwater,Chlamydomonas reinhardtii,Algae & Microorganisms,Algae & Microorganisms,3,25,Pn,Simultaneous Effect,3,3,1.27104,1.39866,0.16982,0.2888,5,2021,-0.099809924,0.020280769
PS,plain,sphere,25,0.025,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,carotenoids,Light Reaction,3,3,0.57622,0.70732,0.12057,0.09375,52,2025,0.200624464,0.020573695
PS,plain,sphere,100,0.05,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,3,20,chla,Light Reaction,3,3,2.0159,2.12535,0.37852,0.35118,30,2022,0.051545036,0.020963403
PS,plain,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.89912,1.240113737,0.86588684,8,2023,-0.036498451,0.021087039
PS,plain,sphere,70,0.0002,non,non,0,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,carotenoids,Light Reaction,3,3,1.00118,0.78715,0.25008,0.01978,18,2024,-0.250809293,0.021224332
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,5,25,qP,Light Reaction,3,3,1.01941,0.54729,0.173828619,0.1016021,10,2021,-0.621102532,0.021293307
PS,plain,sphere,200,0.05,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,carotenoids,Light Reaction,3,3,0.57622,0.37017,0.12057,0.05214,52,2025,-0.446517627,0.021335876
PS,plain,sphere,80,2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.63513,4.90124,0.5903,0.94889,32,2024,0.300695363,0.021400505
PS,plain,sphere,80,0.2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,11.00944,8.6416,2.28619,1.24652,32,2024,-0.245884419,0.021436878
PS,plain,sphere,25,0.05,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,carotenoids,Light Reaction,3,3,0.57622,0.4025,0.12057,0.05716,52,2025,-0.362730286,0.021445812
PS,plain,sphere,87.8,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,21,25,Pn,Simultaneous Effect,4,4,5.5,6.25,0.78,1.6,12,2020,0.133511322,0.021558958
PS,plain,sphere,200,0.05,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,2,23,Tr,Simultaneous Effect,3,3,4.41617,1.93794,0.19334,0.48332,14,2023,-0.813600069,0.021587296
PS,plain,sphere,80,0.02,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.73248,0.57954,0.096336666,0.126439709,26,2023,0.229151114,0.021774857
PS,plain,sphere,80,2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,2.0251,2.42742,0.47653,0.23782,32,2024,0.173581036,0.021832199
PS,plain,sphere,100,1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,10.5522,14.22099,2.55291,1.14854,32,2024,0.289716658,0.021877239
PS,plain,sphere,80,0.05,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,2.0251,1.87311,0.47653,0.18775,32,2024,-0.085573053,0.021982139
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.0007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,carotenoids,Light Reaction,3,3,0.7255,1.00118,0.04188,0.25008,18,2024,-0.331916914,0.022125196
PS,plain,sphere,80,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,carotenoids,Light Reaction,3,3,1.64681,1.13814,0.20839,0.25434,45,2025,-0.363790398,0.022136649
PS,plain,sphere,235,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Tr,Simultaneous Effect,3,3,1.87928,1.27715,0.272503554,0.272520874,51,2022,-0.382173414,0.022325777
PS,plain,sphere,100,0.05,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,10.5522,10.18206,2.55291,0.90903,32,2024,-0.04413375,0.022360976
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,1,25,carotenoids,Light Reaction,3,3,0.50279,0.42651,0.1299,0.002,23,2021,-0.17565795,0.022504535
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,1,25,carotenoids,Light Reaction,3,3,0.42053,0.50279,0.002,0.1299,23,2021,-0.189777838,0.022504745
PS,aminonted,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.30176,1.240113737,0.858542944,8,2023,-0.142483126,0.022658796
PS,plain,sphere,80,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,chla,Light Reaction,3,3,6.65596,5.60408,1.2423,1.01561,45,2025,-0.172349969,0.022687163
PS,plain,sphere,70,0.0002,non,non,0,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,chlb,Light Reaction,3,3,0.99854,0.55364,0.15348,0.11752,18,2024,-0.586207453,0.023038032
PS,plain,sphere,80,0.01,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.57954,0.69077,0.126439709,0.102329562,26,2023,0.171296521,0.023334039
PS,aminonted,sphere,200,0.02,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.82344,0.76917,0.212210865,0.04295486,29,2018,-0.078728182,0.023423776
PS,plain,sphere,48.98,0.001,non,non,0,freshwater,rice,Crops,C3,7,,Tr,Simultaneous Effect,3,3,0.00525,0.00283,0.0007,0.00066,3,2022,-0.611849413,0.02423766
PS,plain,sphere,48.98,0.001,Phe(phenonnthrene),Polycyclic Aromatic Hydrocarbon (PAH),0.05,freshwater,rice,Crops,C3,7,,Tr,Simultaneous Effect,3,3,0.0036,0.00525,0.00084,0.0007,3,2022,-0.37118312,0.02425631
PS,plain,sphere,200,0.001,BPA(bisphenol A),Endocrine Disrupting Compound (EDC),0.01,freshwater,Scenedesmus obliquus,Algae & Microorganisms,Algae & Microorganisms,3,23,chla,Light Reaction,3,3,1.238,3.19321,0.33288,0.02,4,2023,-0.93548616,0.024403244
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,7,25,qP,Light Reaction,3,3,0.93991,0.45476,0.158032316,0.098207281,10,2021,-0.72295322,0.025133809
PS,aminonted,sphere,200,0.1,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,81.50066,55.54247,9.9946,13.60376,36,2021,-0.375971532,0.025221513
PS,plain,sphere,80,0.2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,2.0251,1.92139,0.47653,0.27179,32,2024,-0.058463896,0.025319626
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.000007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,carotenoids,Light Reaction,3,3,0.62954,1.00118,0.07212,0.25008,18,2024,-0.472156642,0.025398048
PS,aminonted,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.48393,1.240113737,1.03465787,8,2023,-0.107137702,0.025815524
PS,plain,sphere,20,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,13,25,chla,Light Reaction,3,3,6.34765,6.53808,1.26044,1.2695,45,2025,0.029271013,0.025875769
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,1,20,carotenoids,Light Reaction,3,3,1.36055,1.17938,0.27824,0.22216,30,2022,-0.143956686,0.025935731
PS,plain,sphere,80,2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,11.00944,13.03979,2.28619,2.44405,32,2024,0.167920455,0.026255732
PS,plain,sphere,50,0.05,non,non,0,freshwater,rice,Crops,C3,7,25,Tr,Simultaneous Effect,3,3,0.00544,0.00299,0.000623538,0.000762102,7,2022,-0.589867717,0.026278628
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.00025,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,carotenoids,Light Reaction,4,4,0.5,0.49,0.16,0.02,21,2023,0.032794461,0.02634426
PS,aminonted,sphere,300,0.2,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,408.43753,362.98448,48.17478,92.26696,36,2021,-0.109528814,0.026417491
PS,plain,sphere,100,0.1,As(arsenic),Heavy Metal (HM),0.05,freshwater,Chlamydomonas reinhardtii,Algae & Microorganisms,Algae & Microorganisms,3,25,Pn,Simultaneous Effect,3,3,1.34324,1.39866,0.25524,0.2888,5,2021,-0.041518108,0.026420841
PS,plain,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,6.09824,1.240113737,1.181397215,8,2023,-0.000637216,0.026467938
PS,plain,sphere,80,0.02,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.57954,0.7655,0.126439709,0.138460142,26,2023,0.275813974,0.026957059
PS,plain,sphere,87.8,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,21,25,Ls,Calvin Cycle,4,4,0.22,0.22,0.06,0.04,12,2020,-0.005165289,0.027066543
PS,carboxylated,sphere,80,0.001,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1513.68398,1583.98017,228.6906009,381.1509784,8,2023,-0.051240428,0.02712452
PS,carboxylated,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,6.12366,1.240113737,1.232769842,8,2023,0.004021934,0.027479727
PS,aminonted,sphere,200,0.003,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.82344,0.80871,0.212210865,0.102052434,29,2018,-0.026465545,0.027705851
PS,aminonted,sphere,80,0.001,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1481.89788,1583.98017,235.0431051,381.1509784,8,2023,-0.072074683,0.02790779
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,0,25,Fv/F0,Light Reaction,3,3,1.58059,1.53548,0.297323842,0.336398908,10,2021,-0.02685306,0.027991847
PS,plain,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.64723,3.72793,0.886047911,0.582800456,8,2023,-0.016122091,0.02804625
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,0,25,Fv/F0,Light Reaction,3,3,1.58059,1.51292,0.297323842,0.33203414,10,2021,-0.041626625,0.028048567
PS,plain,sphere,100,0.2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,1.83646,1.90888,0.3451,0.4202,32,2024,0.040867616,0.028122787
PS,plain,sphere,79.6,0.001,non,non,0,soil,corn,Crops,C4,15,25,chlb,Light Reaction,5,5,15.9062,9.88892,2.912344377,3.223001301,38,2023,-0.468023992,0.028197726
PS,carboxylated,sphere,24,0.001,non,non,0,soil,corn,Crops,C4,2,25,Fv/F0,Light Reaction,3,3,1.4841,1.27234,0.30168861,0.264795927,10,2021,-0.153619165,0.02841101
PS,aminonted,sphere,90,0.05,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,134.28079,103.83546,11.12426,29.5671,36,2021,-0.244755642,0.029682962
PS,aminonted,sphere,80,0.01,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.51866,3.72793,0.890759089,0.582800456,8,2023,-0.051165179,0.029770215
PS,aminonted,sphere,200,0.005,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.82344,0.84283,0.212210865,0.127582862,29,2018,0.016024326,0.030050891
PS,plain,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.77414,1.240113737,1.269454678,8,2023,-0.053447358,0.030120949
PS,plain,sphere,80,0.005,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.57954,0.6143,0.126439709,0.126439709,26,2023,0.057376327,0.030213625
PS,aminonted,sphere,80,0.001,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.70847,1.240113737,1.262145423,8,2023,-0.064793876,0.030307468
PS,plain,sphere,100,0.1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,1.83646,1.73901,0.3451,0.41037,32,2024,-0.051128194,0.030574387
PS,aminonted,sphere,200,0.001,BPA(bisphenol A),Endocrine Disrupting Compound (EDC),0.005,freshwater,Scenedesmus obliquus,Algae & Microorganisms,Algae & Microorganisms,3,23,chla,Light Reaction,3,3,4.27732,8.17889,1.28694,0.02,4,2023,-0.633143137,0.030632586
PS,plain,sphere,80,0.01,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.66122,0.57954,0.138494783,0.126439709,26,2023,0.131230508,0.030722791
PS,plain,sphere,25,0.1,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,chlb,Light Reaction,3,3,5.70055,3.55455,0.63975,0.99655,52,2025,-0.461333109,0.030750654
PS,plain,sphere,80,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.5819,0.71645,0.05743,0.2051,45,2025,0.2200451,0.030942553
PS,aminonted,sphere,22,0.001,non,non,0,soil,corn,Crops,C4,2,25,Fv/F0,Light Reaction,3,3,1.4841,1.19654,0.30168861,0.275638566,10,2021,-0.21341711,0.031714679
PS,plain,sphere,500,0.05,non,non,0,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,carotenoids,Light Reaction,4,4,0.49,0.51,0.02,0.18,21,2023,0.055368022,0.032043356
PS,plain,sphere,50,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.56877,0.9675,0.05907,0.28386,45,2025,0.543788428,0.03270707
PS,plain,sphere,80,0.05,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.63513,2.73037,0.5903,0.72822,32,2024,-0.278746895,0.032821266
PS,carboxylated,sphere,50.61,0.01,non,non,0,freshwater,Chlorella sp.,Algae & Microorganisms,Algae & Microorganisms,2,24,rubisco activity,Calvin Cycle,3,3,2.10509,1.58634,0.31502,0.43529,15,2024,-0.274111978,0.032905802
PS,plain,sphere,80,0.1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,2.0251,2.02153,0.47653,0.41841,32,2024,-0.003853136,0.033009323
PS,plain,sphere,80,1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,carotenoids,Light Reaction,3,3,2.0251,2.18335,0.47653,0.45328,32,2024,0.073196187,0.033097728
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,0,20,carotenoids,Light Reaction,3,3,1.25163,1.14703,0.3753,0.10568,30,2022,-0.100840846,0.033252438
PS,plain,sphere,100,0.05,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,0,20,carotenoids,Light Reaction,3,3,1.25163,1.05752,0.3753,0.09922,30,2022,-0.182037926,0.033357476
PS,plain,sphere,80,0.0005,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.60735,0.57954,0.138460142,0.126439709,26,2023,0.047599378,0.033466433
PS,plain,sphere,80,0.005,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.38498,2.64795,0.7617,0.00907,45,2025,0.087597041,0.03458177
PS,plain,sphere,100,0.2,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chla,Light Reaction,3,3,10.5522,8.18437,2.55291,1.73641,32,2024,-0.256361177,0.034817377
PS,plain,sphere,80,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.38498,3.0288,0.7617,0.09068,45,2025,0.222125224,0.03487669
PS,plain,sphere,80,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.38498,3.17389,0.7617,0.09974,45,2025,0.268931885,0.034907093
PS,plain,sphere,80,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,chla,Light Reaction,3,3,2.38498,3.15575,0.7617,0.10882,45,2025,0.263233696,0.034974298
PS,plain,sphere,75,0.05,non,non,0,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,1,25,chlb,Light Reaction,3,3,1.6457,1.65728,0.43442,0.307,23,2021,0.001117454,0.035000738
PS,plain,sphere,100,0.05,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,2,20,carotenoids,Light Reaction,3,3,1.37026,1.85554,0.35802,0.35156,30,2022,0.297780315,0.035051717
PS,carboxylated,sphere,80,0.005,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.84192,1.240113737,1.46760129,8,2023,-0.039314475,0.035137835
PS,aminonted,sphere,200,0.01,non,non,0,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.82344,0.81104,0.212210865,0.161150007,29,2018,-0.019662626,0.035630215
PS,plain,sphere,65.776,2,non,non,0,soil,Hordeum vulgare L.,Crops,C3,7,22,soluble sugar concentration,Calvin Cycle,3,3,83.25435,87.4869,21.35552828,17.69005844,16,2022,0.045436804,0.035894351
PS,aminonted,sphere,22,0.01,non,non,0,freshwater,M. aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,,carotenoids,Light Reaction,3,3,0.90502,0.502,0.14247,0.14527,54,2024,-0.579530165,0.036598343
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.00007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,3,20,carotenoids,Light Reaction,3,3,0.73306,1.00118,0.1582,0.25008,18,2024,-0.314343647,0.036658652
PS,plain,sphere,80,0.0005,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.57954,0.60561,0.126439709,0.150515215,26,2023,0.046363252,0.036794125
PS,plain,sphere,50,0.1,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.56877,0.84771,0.05907,0.26582,45,2025,0.413652926,0.036915203
PS,plain,sphere,80,0.005,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,carotenoids,Light Reaction,3,3,0.60387,0.57954,0.150515215,0.126439709,26,2023,0.043545394,0.036915405
PS,aminonted,sphere,200,0.005,glyphosate,Pesticide,0.001,freshwater,Microcystis aeruginosa,Algae & Microorganisms,Algae & Microorganisms,4,25,chla,Light Reaction,3,3,0.89937,0.91343,0.014133535,0.301653969,29,2018,-0.033647819,0.037096617
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.0007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,chla,Light Reaction,3,3,0.26368,1.00088,0.07998,0.13922,18,2024,-1.321789275,0.037608565
PS,plain,sphere,48.98,0.001,Phe(phenonnthrene),Polycyclic Aromatic Hydrocarbon (PAH),0.05,freshwater,rice,Crops,C3,7,,Pn,Simultaneous Effect,3,3,11.26276,17.68318,3.08882,3.47106,3,2022,-0.444998354,0.038311377
PS,plain,sphere,70,0.0002,Pb(lead),Heavy Metal (HM),0.000007,seawater,Platymonas helgolandica,Algae & Microorganisms,Algae & Microorganisms,6,20,chlb,Light Reaction,3,3,0.41693,0.99854,0.12592,0.15348,18,2024,-0.862110987,0.03877303
PS,plain,sphere,500,0.05,non,non,0,freshwater,corn,Crops,C4,15,25,Total chl,Light Reaction,3,3,0.91435,0.62803,0.279068026,0.093011128,6,2022,-0.387495344,0.038870875
PS,carboxylated,sphere,80,0.01,non,non,0,freshwater,dandelion,Miscellaneous Plants,C3,7,25,Total chl,Light Reaction,3,3,6.09824,5.72542,1.240113737,1.577655799,8,2023,-0.057321678,0.039509646
PS,plain,sphere,100,0.001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,21,25,chlb,Light Reaction,3,3,0.55459,0.56895,0.06966,0.18098,37,2023,0.039798008,0.039569689
PS,aminonted,sphere,80,0.001,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,chla,Light Reaction,3,3,3.66091,3.72793,1.11817736,0.582800456,8,2023,-0.006666105,0.039760682
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,0.25,20,carotenoids,Light Reaction,3,3,1.22683,1.12007,0.30196,0.27176,30,2022,-0.091327742,0.040212514
PS,plain,sphere,30,0.05,non,non,0,freshwater,Azolla fliculoides Lam.,Aquatic & Wetland Plants,C3,7,35,Total chl,Light Reaction,5,5,0.41,0.24,0.178885438,0.02236068,33,2024,-0.553686469,0.040534955
PS,plain,sphere,20,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,7,25,carotenoids,Light Reaction,3,3,0.57533,0.89202,0.05907,0.29535,45,2025,0.455059329,0.040730622
PS,plain,sphere,100,0.005,non,non,0,seawater,Alexandrium tamarense strain,Algae & Microorganisms,Algae & Microorganisms,2,20,chla,Light Reaction,3,3,1.86311,2.00107,0.42642,0.52676,30,2022,0.07425339,0.040978813
PS,plain,sphere,80,0.1,non,non,0,freshwater,Pisum sativum,Crops,C3,7,18,chlb,Light Reaction,3,3,3.63513,3.27377,0.5903,1.00958,32,2024,-0.093247434,0.041031335
PS,carboxylated,sphere,80,0.005,Pb(lead),Heavy Metal (HM),0.01,freshwater,dandelion,Miscellaneous Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,1448.27797,1583.98017,366.328434,381.1509784,8,2023,-0.088552721,0.041040709
PS,plain,sphere,100,0.001,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,7,25,chlb,Light Reaction,3,3,0.55603,0.56572,0.07252,0.18384,37,2023,0.032042438,0.041506883
